Start;Duration;Pitch;Velocity;Instrument
80.500000;0.123958;55;96;piano
80.500000;0.123958;67;96;piano
80.625000;0.123958;55;96;piano
80.625000;0.123958;67;96;piano
81.000000;0.123958;54;96;piano
81.000000;0.123958;66;96;piano
81.125000;0.123958;54;96;piano
81.125000;0.123958;66;96;piano
81.500000;0.123958;53;96;piano
81.500000;0.123958;65;96;piano
81.625000;0.123958;53;96;piano
81.625000;0.123958;65;96;piano
82.000000;0.123958;52;96;piano
82.000000;0.123958;64;96;piano
82.125000;0.123958;52;96;piano
82.125000;0.123958;64;96;piano
82.500000;0.123958;51;96;piano
82.500000;0.123958;63;96;piano
82.625000;0.123958;51;96;piano
82.625000;0.123958;63;96;piano
83.000000;0.123958;52;96;piano
83.000000;0.123958;64;96;piano
83.125000;0.123958;52;96;piano
83.125000;0.123958;64;96;piano
83.500000;0.123958;53;96;piano
83.500000;0.123958;65;96;piano
83.625000;0.123958;53;96;piano
83.625000;0.123958;65;96;piano
84.000000;0.123958;54;96;piano
84.000000;0.123958;66;96;piano
84.125000;0.123958;54;96;piano
84.125000;0.123958;66;96;piano
84.500000;0.123958;55;96;piano
84.500000;0.123958;67;96;piano
84.625000;0.123958;55;96;piano
84.625000;0.123958;67;96;piano
85.000000;0.123958;56;96;piano
85.000000;0.123958;68;96;piano
85.125000;0.123958;56;96;piano
85.125000;0.123958;68;96;piano
85.500000;0.123958;57;96;piano
85.500000;0.123958;69;96;piano
85.625000;0.123958;57;96;piano
85.625000;0.123958;69;96;piano
86.000000;0.123958;58;96;piano
86.000000;0.123958;70;96;piano
86.125000;0.123958;58;96;piano
86.125000;0.123958;70;96;piano
86.500000;0.123958;57;96;piano
86.500000;0.123958;69;96;piano
86.625000;0.123958;57;96;piano
86.625000;0.123958;69;96;piano
87.000000;0.123958;70;120;piano
87.000000;0.123958;82;120;piano
87.125000;0.123958;70;96;piano
87.125000;0.123958;82;96;piano
87.500000;0.123958;69;96;piano
87.500000;0.123958;81;96;piano
87.625000;0.123958;69;96;piano
87.625000;0.123958;81;96;piano
88.000000;0.123958;64;96;piano
88.000000;0.123958;76;96;piano
88.125000;0.123958;64;96;piano
88.125000;0.123958;76;96;piano
88.500000;0.123958;65;96;piano
88.500000;0.123958;77;96;piano
88.625000;0.123958;65;96;piano
88.625000;0.123958;77;96;piano
89.000000;0.123958;61;120;piano
89.000000;0.123958;73;120;piano
89.125000;0.123958;61;96;piano
89.125000;0.123958;73;96;piano
89.500000;0.123958;62;96;piano
89.500000;0.123958;74;96;piano
89.625000;0.123958;62;96;piano
89.625000;0.123958;74;96;piano
90.000000;0.123958;56;96;piano
90.000000;0.123958;68;96;piano
90.125000;0.123958;56;96;piano
90.125000;0.123958;68;96;piano
90.500000;0.123958;57;106;piano
90.500000;0.123958;69;106;piano
90.625000;0.123958;57;110;piano
90.625000;0.123958;69;110;piano
91.000000;0.123958;70;127;piano
91.000000;0.123958;82;127;piano
91.125000;0.123958;70;115;piano
91.125000;0.123958;82;115;piano
91.500000;0.123958;69;115;piano
91.500000;0.123958;81;115;piano
91.625000;0.123958;69;115;piano
91.625000;0.123958;81;115;piano
92.000000;0.123958;64;115;piano
92.000000;0.123958;76;115;piano
92.125000;0.123958;64;115;piano
92.125000;0.123958;76;115;piano
92.500000;0.123958;65;115;piano
92.500000;0.123958;77;115;piano
92.625000;0.123958;65;115;piano
92.625000;0.123958;77;115;piano
93.000000;0.123958;61;127;piano
93.000000;0.123958;73;127;piano
93.125000;0.123958;61;115;piano
93.125000;0.123958;73;115;piano
93.500000;0.123958;62;115;piano
93.500000;0.123958;74;115;piano
93.625000;0.123958;62;115;piano
93.625000;0.123958;74;115;piano
94.000000;0.123958;56;115;piano
94.000000;0.123958;68;115;piano
94.125000;0.123958;56;115;piano
94.125000;0.123958;68;115;piano
94.500000;0.123958;57;115;piano
94.500000;0.123958;69;115;piano
94.625000;0.123958;57;115;piano
94.625000;0.123958;69;115;piano
95.000000;0.123958;58;115;piano
95.000000;0.123958;70;115;piano
95.125000;0.123958;58;115;piano
95.125000;0.123958;70;115;piano
95.500000;0.123958;57;115;piano
95.500000;0.123958;69;115;piano
95.625000;0.123958;57;115;piano
95.625000;0.123958;69;115;piano
96.000000;0.123958;61;115;piano
96.000000;0.123958;73;115;piano
96.125000;0.123958;61;115;piano
96.125000;0.123958;73;115;piano
96.500000;0.123958;62;115;piano
96.500000;0.123958;74;115;piano
96.625000;0.123958;62;115;piano
96.625000;0.123958;74;115;piano
97.000000;0.123958;63;115;piano
97.000000;0.123958;75;115;piano
97.125000;0.123958;63;110;piano
97.125000;0.123958;75;110;piano
97.500000;0.123958;62;96;piano
97.500000;0.123958;74;96;piano
97.625000;0.123958;62;96;piano
97.625000;0.123958;74;96;piano
98.000000;0.123958;67;120;piano
98.000000;0.123958;79;120;piano
98.125000;0.123958;67;96;piano
98.125000;0.123958;79;96;piano
98.500000;0.123958;65;99;piano
98.500000;0.123958;77;99;piano
98.625000;0.123958;65;100;piano
98.625000;0.123958;77;100;piano
99.000000;0.123958;74;127;piano
99.000000;0.123958;86;127;piano
99.125000;0.123958;74;105;piano
99.125000;0.123958;86;105;piano
99.500000;0.123958;62;109;piano
99.500000;0.123958;74;109;piano
99.625000;0.123958;62;110;piano
99.625000;0.123958;74;110;piano
100.000000;0.123958;74;127;piano
100.000000;0.123958;86;127;piano
100.125000;0.123958;74;115;piano
100.125000;0.123958;86;115;piano
100.500000;0.123958;62;118;piano
100.500000;0.123958;74;118;piano
100.625000;0.123958;62;120;piano
100.625000;0.123958;74;120;piano
101.000000;0.123958;77;123;piano
101.000000;0.123958;89;123;piano
101.125000;0.123958;77;124;piano
101.125000;0.123958;89;124;piano
101.500000;0.123958;77;127;piano
101.500000;0.123958;89;127;piano
101.625000;0.123958;76;127;piano
101.625000;0.123958;88;127;piano
102.000000;0.123958;74;127;piano
102.000000;0.123958;86;127;piano
102.125000;0.078125;81;112;piano
102.208333;0.078125;93;112;piano
102.291667;0.078125;82;112;piano
102.375000;0.078125;94;112;piano
102.458333;0.078125;81;112;piano
102.541667;0.078125;93;112;piano
102.625000;0.078125;82;112;piano
102.708333;0.078125;94;112;piano
102.791667;0.078125;81;112;piano
102.875000;0.078125;93;112;piano
102.958333;0.078125;82;112;piano
103.041667;0.078125;94;112;piano
103.125000;0.078125;81;112;piano
103.125000;0.078125;85;112;piano
103.125000;0.078125;88;112;piano
103.208333;0.078125;93;112;piano
103.291667;0.078125;82;112;piano
103.375000;0.078125;94;112;piano
103.458333;0.078125;81;112;piano
103.541667;0.078125;93;112;piano
103.625000;0.078125;82;112;piano
103.708333;0.078125;94;112;piano
103.791667;0.078125;81;112;piano
103.875000;0.078125;93;112;piano
103.958333;0.078125;82;112;piano
104.041667;0.078125;94;112;piano
104.125000;0.054167;81;127;piano
104.125000;0.054167;86;127;piano
104.125000;0.054167;89;127;piano
104.208333;0.078125;93;111;piano
104.291667;0.078125;82;110;piano
104.375000;0.078125;94;108;piano
104.458333;0.078125;81;107;piano
104.541667;0.078125;93;106;piano
104.625000;0.078125;82;104;piano
104.708333;0.078125;94;103;piano
104.791667;0.078125;81;102;piano
104.875000;0.078125;93;100;piano
104.958333;0.078125;82;99;piano
105.041667;0.078125;94;98;piano
105.125000;0.054167;81;115;piano
105.125000;0.054167;85;115;piano
105.125000;0.054167;91;115;piano
105.208333;0.078125;93;95;piano
105.291667;0.078125;82;94;piano
105.375000;0.078125;94;92;piano
105.458333;0.078125;81;91;piano
105.541667;0.078125;93;90;piano
105.625000;0.078125;82;88;piano
105.708333;0.078125;94;87;piano
105.791667;0.078125;81;86;piano
105.875000;0.078125;93;84;piano
106.041667;0.078125;69;82;piano
106.041667;0.078125;81;82;piano
106.125000;0.117708;69;80;piano
106.125000;0.117708;74;80;piano
106.125000;0.117708;77;80;piano
106.125000;0.117708;81;80;piano
106.500000;0.123958;70;96;piano
106.500000;0.123958;74;96;piano
106.500000;0.123958;77;96;piano
106.500000;0.123958;82;96;piano
106.625000;0.123958;70;96;piano
106.625000;0.123958;74;96;piano
106.625000;0.123958;77;96;piano
106.625000;0.123958;82;96;piano
107.000000;0.123958;69;97;piano
107.000000;0.123958;74;97;piano
107.000000;0.123958;77;97;piano
107.000000;0.123958;81;97;piano
107.125000;0.123958;69;97;piano
107.125000;0.123958;74;97;piano
107.125000;0.123958;77;97;piano
107.125000;0.123958;81;97;piano
107.500000;0.123958;68;99;piano
107.500000;0.123958;74;99;piano
107.500000;0.123958;77;99;piano
107.500000;0.123958;80;99;piano
107.625000;0.123958;68;99;piano
107.625000;0.123958;74;99;piano
107.625000;0.123958;77;99;piano
107.625000;0.123958;80;99;piano
108.000000;0.123958;67;100;piano
108.000000;0.123958;69;100;piano
108.000000;0.123958;74;100;piano
108.000000;0.123958;79;100;piano
108.125000;0.123958;67;102;piano
108.125000;0.123958;69;102;piano
108.125000;0.123958;74;102;piano
108.125000;0.123958;79;102;piano
108.500000;0.123958;66;103;piano
108.500000;0.123958;69;103;piano
108.500000;0.123958;74;103;piano
108.500000;0.123958;78;103;piano
108.625000;0.123958;66;103;piano
108.625000;0.123958;69;103;piano
108.625000;0.123958;74;103;piano
108.625000;0.123958;78;103;piano
109.000000;0.123958;65;104;piano
109.000000;0.123958;69;104;piano
109.000000;0.123958;74;104;piano
109.000000;0.123958;77;104;piano
109.125000;0.123958;65;105;piano
109.125000;0.123958;69;105;piano
109.125000;0.123958;74;105;piano
109.125000;0.123958;77;105;piano
109.500000;0.123958;64;106;piano
109.500000;0.123958;69;106;piano
109.500000;0.123958;76;106;piano
109.625000;0.123958;64;106;piano
109.625000;0.123958;69;106;piano
109.625000;0.123958;76;106;piano
110.000000;0.123958;63;108;piano
110.000000;0.123958;69;108;piano
110.000000;0.123958;75;108;piano
110.125000;0.123958;63;109;piano
110.125000;0.123958;69;109;piano
110.125000;0.123958;75;109;piano
110.500000;0.123958;62;110;piano
110.500000;0.123958;69;110;piano
110.500000;0.123958;74;110;piano
110.625000;0.123958;62;110;piano
110.625000;0.123958;69;110;piano
110.625000;0.123958;74;110;piano
111.000000;0.123958;61;112;piano
111.000000;0.123958;69;112;piano
111.000000;0.123958;73;112;piano
111.125000;0.123958;61;112;piano
111.125000;0.123958;69;112;piano
111.125000;0.123958;73;112;piano
111.500000;0.123958;62;114;piano
111.500000;0.123958;69;114;piano
111.500000;0.123958;74;114;piano
111.625000;0.123958;62;115;piano
111.625000;0.123958;69;115;piano
111.625000;0.123958;74;115;piano
112.000000;0.123958;63;115;piano
112.000000;0.123958;69;115;piano
112.000000;0.123958;75;115;piano
112.125000;0.123958;63;115;piano
112.125000;0.123958;69;115;piano
112.125000;0.123958;75;115;piano
112.500000;0.123958;64;117;piano
112.500000;0.123958;69;117;piano
112.500000;0.123958;76;117;piano
112.625000;0.123958;64;117;piano
112.625000;0.123958;69;117;piano
112.625000;0.123958;76;117;piano
113.000000;0.123958;65;120;piano
113.000000;0.123958;69;120;piano
113.000000;0.123958;77;120;piano
113.125000;0.123958;65;121;piano
113.125000;0.123958;69;121;piano
113.125000;0.123958;77;121;piano
113.500000;0.123958;66;122;piano
113.500000;0.123958;69;122;piano
113.500000;0.123958;74;122;piano
113.500000;0.123958;78;122;piano
113.625000;0.123958;66;123;piano
113.625000;0.123958;69;123;piano
113.625000;0.123958;74;123;piano
113.625000;0.123958;78;123;piano
114.000000;0.123958;67;126;piano
114.000000;0.123958;74;126;piano
114.000000;0.123958;79;126;piano
114.125000;0.123958;67;126;piano
114.125000;0.123958;74;126;piano
114.125000;0.123958;79;126;piano
114.500000;0.123958;68;127;piano
114.500000;0.123958;74;127;piano
114.500000;0.123958;80;127;piano
114.625000;0.123958;68;127;piano
114.625000;0.123958;74;127;piano
114.625000;0.123958;80;127;piano
115.000000;0.123958;69;127;piano
115.000000;0.123958;74;127;piano
115.000000;0.123958;77;127;piano
115.000000;0.123958;81;127;piano
115.125000;0.123958;69;127;piano
115.125000;0.123958;74;127;piano
115.125000;0.123958;77;127;piano
115.125000;0.123958;81;127;piano
115.500000;0.082292;74;127;piano
115.500000;0.082292;77;127;piano
115.500000;0.082292;81;127;piano
115.500000;0.082292;86;127;piano
115.625000;0.082292;74;127;piano
115.625000;0.082292;77;127;piano
115.625000;0.082292;81;127;piano
115.625000;0.082292;86;127;piano
116.000000;0.123958;72;127;piano
116.000000;0.123958;84;127;piano
116.125000;0.123958;72;127;piano
116.125000;0.123958;76;127;piano
116.125000;0.123958;79;127;piano
116.125000;0.123958;84;127;piano
116.500000;0.123958;71;127;piano
116.500000;0.123958;76;127;piano
116.500000;0.123958;79;127;piano
116.500000;0.123958;83;127;piano
116.625000;0.123958;71;127;piano
116.625000;0.123958;76;127;piano
116.625000;0.123958;79;127;piano
116.625000;0.123958;83;127;piano
117.000000;0.123958;70;127;piano
117.000000;0.123958;76;127;piano
117.000000;0.123958;79;127;piano
117.000000;0.123958;82;127;piano
117.125000;0.123958;70;127;piano
117.125000;0.123958;76;127;piano
117.125000;0.123958;79;127;piano
117.125000;0.123958;82;127;piano
117.500000;0.123958;69;127;piano
117.500000;0.123958;76;127;piano
117.500000;0.123958;81;127;piano
117.625000;0.123958;69;127;piano
117.625000;0.123958;76;127;piano
117.625000;0.123958;81;127;piano
118.000000;0.123958;68;127;piano
118.000000;0.123958;76;127;piano
118.000000;0.123958;80;127;piano
118.125000;0.123958;68;127;piano
118.125000;0.123958;76;127;piano
118.125000;0.123958;80;127;piano
118.500000;0.123958;67;127;piano
118.500000;0.123958;70;127;piano
118.500000;0.123958;76;127;piano
118.500000;0.123958;79;127;piano
118.625000;0.123958;67;127;piano
118.625000;0.123958;70;127;piano
118.625000;0.123958;76;127;piano
118.625000;0.123958;79;127;piano
119.000000;0.123958;66;127;piano
119.000000;0.123958;70;127;piano
119.000000;0.123958;78;127;piano
119.125000;0.123958;66;127;piano
119.125000;0.123958;70;127;piano
119.125000;0.123958;78;127;piano
119.500000;0.123958;65;127;piano
119.500000;0.123958;70;127;piano
119.500000;0.123958;77;127;piano
119.625000;0.123958;65;127;piano
119.625000;0.123958;70;127;piano
119.625000;0.123958;77;127;piano
120.000000;0.123958;64;127;piano
120.000000;0.123958;70;127;piano
120.000000;0.123958;76;127;piano
120.125000;0.123958;64;127;piano
120.125000;0.123958;70;127;piano
120.125000;0.123958;76;127;piano
120.500000;0.123958;63;127;piano
120.500000;0.123958;70;127;piano
120.500000;0.123958;75;127;piano
120.625000;0.123958;63;127;piano
120.625000;0.123958;70;127;piano
120.625000;0.123958;75;127;piano
121.000000;0.123958;64;127;piano
121.000000;0.123958;70;127;piano
121.000000;0.123958;76;127;piano
121.125000;0.123958;64;127;piano
121.125000;0.123958;70;127;piano
121.125000;0.123958;76;127;piano
121.500000;0.123958;65;127;piano
121.500000;0.123958;70;127;piano
121.500000;0.123958;77;127;piano
121.625000;0.123958;65;127;piano
121.625000;0.123958;70;127;piano
121.625000;0.123958;77;127;piano
122.000000;0.123958;66;127;piano
122.000000;0.123958;70;127;piano
122.000000;0.123958;78;127;piano
122.125000;0.123958;66;127;piano
122.125000;0.123958;70;127;piano
122.125000;0.123958;78;127;piano
122.500000;0.123958;67;127;piano
122.500000;0.123958;70;127;piano
122.500000;0.123958;76;127;piano
122.500000;0.123958;79;127;piano
122.625000;0.123958;67;127;piano
122.625000;0.123958;70;127;piano
122.625000;0.123958;76;127;piano
122.625000;0.123958;79;127;piano
123.000000;0.123958;68;127;piano
123.000000;0.123958;76;127;piano
123.000000;0.123958;80;127;piano
123.125000;0.123958;68;127;piano
123.125000;0.123958;76;127;piano
123.125000;0.123958;80;127;piano
123.500000;0.123958;69;127;piano
123.500000;0.123958;76;127;piano
123.500000;0.123958;81;127;piano
123.625000;0.123958;69;127;piano
123.625000;0.123958;76;127;piano
123.625000;0.123958;81;127;piano
124.000000;0.123958;70;127;piano
124.000000;0.123958;76;127;piano
124.000000;0.123958;79;127;piano
124.000000;0.123958;82;127;piano
124.125000;0.123958;70;127;piano
124.125000;0.123958;76;127;piano
124.125000;0.123958;79;127;piano
124.125000;0.123958;82;127;piano
124.500000;0.123958;69;127;piano
124.500000;0.123958;76;127;piano
124.500000;0.123958;79;127;piano
124.500000;0.123958;81;127;piano
124.625000;0.123958;69;127;piano
124.625000;0.123958;76;127;piano
124.625000;0.123958;79;127;piano
124.625000;0.123958;81;127;piano
125.000000;0.123958;82;127;piano
125.000000;0.123958;88;127;piano
125.000000;0.123958;91;127;piano
125.000000;0.123958;94;127;piano
125.125000;0.123958;82;127;piano
125.125000;0.123958;88;127;piano
